2026-06-29 13:10:26 | INFO     | examside.security    | Login: yash12@gmail.com from 127.0.0.1
2026-07-01 11:08:09 | INFO     | examside.security    | Login: yash12@gmail.com from 127.0.0.1
2026-07-01 11:16:10 | INFO     | examside.security    | New signup: admin_ai_1782884767@examside.com
2026-07-01 11:16:12 | INFO     | examside.security    | Login: admin_ai_1782884767@examside.com from 127.0.0.1
2026-07-01 11:20:08 | INFO     | examside.security    | Login: yash12@gmail.com from 127.0.0.1
2026-07-01 11:24:07 | INFO     | examside.security    | New signup: admin_selftest_1782885245@examside.com
2026-07-01 11:24:09 | INFO     | examside.security    | Login: admin_selftest_1782885245@examside.com from 127.0.0.1
2026-07-01 11:28:05 | INFO     | examside.security    | New signup: admin_selftest_1782885482@examside.com
2026-07-01 11:28:07 | INFO     | examside.security    | Login: admin_selftest_1782885482@examside.com from 127.0.0.1
2026-07-01 11:32:46 | INFO     | examside.security    | Login: yash12@gmail.com from 127.0.0.1
2026-07-01 11:57:52 | INFO     | examside.security    | New signup: admin_save_1782887270@examside.com
2026-07-01 11:59:09 | INFO     | examside.security    | New signup: admin_save_1782887347@examside.com
2026-07-01 11:59:11 | INFO     | examside.security    | Login: admin_save_1782887347@examside.com from 127.0.0.1
2026-07-01 12:01:28 | INFO     | examside.security    | New signup: admin_save_1782887486@examside.com
2026-07-01 12:01:31 | INFO     | examside.security    | Login: admin_save_1782887486@examside.com from 127.0.0.1
2026-07-01 13:29:14 | INFO     | examside.security    | Login: yash12@gmail.com from 127.0.0.1
2026-07-01 15:56:28 | WARNING  | examside.security    | Login failed — email not found: yashsony23478@gmail.com
2026-07-01 15:56:41 | WARNING  | examside.security    | Login failed — email not found: yashsony23478@gmail.com
2026-07-01 16:02:09 | WARNING  | examside.security    | Login failed — email not found: yashsony23478@gmail.com
2026-07-01 16:07:16 | INFO     | examside.security    | New signup: yashsony23478@gmail.com
2026-07-01 16:07:24 | INFO     | examside.security    | Login: yashsony23478@gmail.com from 127.0.0.1
2026-07-01 16:07:36 | INFO     | examside.security    | Logout: yashsony23478@gmail.com
2026-07-01 16:07:47 | INFO     | examside.security    | Login: yash12@gmail.com from 127.0.0.1
2026-07-01 16:18:28 | INFO     | examside.security    | Logout: yash12@gmail.com
2026-07-01 16:20:07 | INFO     | examside.security    | Login: yashsony23478@gmail.com from 127.0.0.1
2026-07-01 16:20:21 | INFO     | examside.security    | Logout: yashsony23478@gmail.com
2026-07-01 16:20:48 | CRITICAL | examside.security    | Account locked after 5 failed attempts: yash12@gmail.com
2026-07-01 16:20:53 | INFO     | examside.security    | Password reset requested: yash12@gmail.com
2026-07-01 16:21:10 | WARNING  | examside.security    | Login blocked — account locked: yash12@gmail.com
2026-07-01 16:21:50 | INFO     | examside.security    | New signup: sony12@gmail.com
2026-07-01 16:23:01 | INFO     | examside.security    | Login: sony12@gmail.com from 127.0.0.1
2026-07-01 17:10:47 | INFO     | examside.security    | Login: yash12@gmail.com from 127.0.0.1
2026-07-01 17:11:34 | INFO     | examside.security    | Logout: yash12@gmail.com
2026-07-01 17:11:50 | WARNING  | examside.security    | Login failed — email not found: soni12@gmail.com
2026-07-01 17:11:56 | WARNING  | examside.security    | Login failed — email not found: soni12@gmail.com
2026-07-01 17:12:16 | INFO     | examside.security    | Login: sony12@gmail.com from 127.0.0.1
2026-07-02 21:57:17 | CRITICAL | examside.security    | Account locked after 5 failed attempts: yashsony23478@gmail.com
2026-07-02 21:59:07 | INFO     | examside.security    | New signup: dd@gmail.com
2026-07-02 21:59:09 | INFO     | examside.security    | Login: dd@gmail.com from 127.0.0.1
2026-07-02 21:59:21 | INFO     | examside.security    | Logout: dd@gmail.com
2026-07-02 21:59:25 | WARNING  | examside.security    | Login blocked — account locked: yashsony23478@gmail.com
2026-07-02 21:59:36 | INFO     | examside.security    | Login: yash12@gmail.com from 127.0.0.1
2026-07-02 21:59:53 | INFO     | examside.security    | Logout: yash12@gmail.com
2026-07-02 22:00:07 | WARNING  | examside.security    | Login blocked — account locked: yashsony23478@gmail.com
2026-07-02 22:00:23 | WARNING  | examside.security    | Login failed — email not found: soni12@gmail.com
2026-07-02 22:00:27 | WARNING  | examside.security    | Login failed — email not found: soni12@gmail.com
2026-07-02 22:01:09 | INFO     | examside.security    | Login: sony12@gmail.com from 127.0.0.1
2026-07-05 10:40:08 | INFO     | examside.security    | Login: yash12@gmail.com from 127.0.0.1
2026-07-05 10:40:17 | INFO     | examside.security    | Logout: yash12@gmail.com
2026-07-05 10:40:33 | WARNING  | examside.security    | Login failed — email not found: soni12@gmail.com
2026-07-05 10:40:41 | WARNING  | examside.security    | Login failed — email not found: soni12@gmail.com
2026-07-05 10:40:44 | WARNING  | examside.security    | Login failed — email not found: soni12@gmail.com
2026-07-05 10:41:13 | WARNING  | examside.security    | Login failed — email not found: soni12@gmail.com
2026-07-05 10:41:15 | WARNING  | examside.security    | Login failed — email not found: soni12@gmail.com
2026-07-05 10:43:27 | INFO     | examside.security    | Login: yash12@gmail.com from 127.0.0.1
2026-07-12 17:15:27 | INFO     | examside.security    | New signup: user1_eMCcephWvZ@example.com
2026-07-12 17:15:27 | INFO     | examside.security    | New signup: user2_vNRgVuQyip@example.com
2026-07-12 17:16:05 | INFO     | examside.security    | New signup: user1_wfDsfTNejW@example.com
2026-07-12 17:16:05 | INFO     | examside.security    | New signup: user2_QJotHsRNDO@example.com
